,region,value
243202,16316,0
243271,82933,2
243533,58704,1
243594,37186,0
243598,58523,1
243599,76043,1
243626,77465,1
243630,20818,0
243765,17519,0
243958,36352,0
244084,22827,0
244100,61282,1
244325,90231,2
244396,17353,0
244437,14770,0
244438,95202,2
244675,32330,0
244706,28231,0
244845,75457,1
245154,17102,0
245276,72417,1
245284,05156,0
245304,13787,0
245514,75839,1
245823,89507,2
245867,52041,1
245897,04927,0
245918,31016,0
245924,22851,0
246138,74339,1
246417,85735,2
246465,46598,0
246487,32009,0
246503,61084,1
246636,01952,0
246674,53523,1
246821,42276,0
246995,03048,0
247240,27589,0
247359,55903,1
247523,49649,0
247546,26101,0
247595,03034,0
247736,78645,1
247844,40077,0
247852,68031,1
247877,38846,0
247878,36611,0
247880,49270,0
247894,62052,1
247932,73117,1
247934,25670,0
247947,54558,1
247957,75752,1
247961,75474,1
248068,35220,0
248249,28533,0
248452,15672,0
248494,01071,0
248553,37037,0
248572,46552,0
248722,58105,1
248763,54968,1
249126,39851,0
249144,31563,0
249301,55816,1
249443,75143,1
249508,48015,0
249544,97523,2
249660,15754,0
249800,21787,0
249875,78427,1
250164,29583,0
250197,85002,2
250298,52658,1
250318,04630,0
250339,48012,0
250340,35983,0
250840,78545,1
250873,39117,0
250880,71359,1
250891,87532,2
250909,27973,0
250928,79968,1
250995,39452,0
251275,59327,1
251361,54234,1
251424,40023,0
251449,40117,0
251450,83210,2
251465,65279,1
251477,98073,2
251671,04854,0
251808,72687,1
252193,73764,1
252234,32038,0
252268,43511,0
252325,12157,0
252342,45742,0
252359,17068,0
252542,16640,0
252624,54891,1
252635,65041,1
252654,10928,0
252685,38355,0
252691,56760,1
252947,72736,1
253176,71040,1
253251,97739,2
253255,86505,2
253327,20670,0
253492,65663,1
253548,13420,0
253572,62278,1
253645,99672,2
253767,76539,1
253806,43983,0
253819,21673,0
253858,23432,0
253878,49202,0
254138,49930,0
254141,14813,0
254368,93675,2
254381,10166,0
254404,30525,0
254422,39817,0
254423,58772,1
254517,27357,0
254522,23882,0
254558,21036,0
254559,20158,0
254561,64128,1
254592,18051,0
254597,45361,0
254765,58421,1
254793,77501,1
254851,57625,1
255231,08089,0
255269,27306,0
255283,21654,0
255298,76301,1
255360,32774,0
255364,62655,1
255378,64075,1
255384,99323,2
255410,43412,0
255417,35954,0
255425,06258,0
255431,99684,2
255475,38088,0
255548,49101,0
255550,46740,0
255725,28513,0
255732,73018,1
255788,44840,0
255885,51534,1
255890,93640,2
255899,09593,0
255923,93650,2
256195,29450,0
256197,20703,0
256222,40371,0
256465,70148,1
256524,22520,0
256620,12972,0
256639,04930,0
256858,85623,2
256864,26588,0
256890,66083,1
256899,74859,1
256900,28790,0
256905,60970,1
256999,53179,1
257172,16407,0
257533,75561,1
257534,46346,0
257556,57055,1
257840,14741,0
258097,28545,0
258113,39159,0
258154,55615,1
258196,71753,1
258208,11794,0
258218,36068,0
258222,41240,0
258235,80946,2
258252,54457,1
258326,35548,0
258393,32609,0
258398,29161,0
258487,62858,1
258607,77656,1
258735,48607,0
258767,17044,0
258802,33774,0
258820,69138,1
258822,38316,0
258998,76458,1
259047,36206,0
259052,23950,0
259171,09522,0
259173,56223,1
259176,21111,0
259382,64126,1
259419,44275,0
259437,38488,0
259463,54568,1
259503,96601,2
259584,65079,1
259624,02639,0
259665,53549,1
259672,13602,0
259704,27011,0
259708,66402,1
259749,68979,1
259779,19074,0
259895,50213,1
260147,44710,0
260280,49343,0
260343,61760,1
260381,59501,1
260442,50050,1
260465,46994,0
260517,03861,0
260686,60408,1
260784,01236,0
261149,56352,1
261151,50049,1
261158,03609,0
261201,44857,0
261209,60936,1
261235,97439,2
261278,05450,0
261352,37711,0
261437,06793,0
261635,56221,1
261684,36262,0
261727,45813,0
261929,68832,1
262642,37060,0
262643,97366,2
262756,95449,2
263098,23308,0
263194,01262,0
263236,17569,0
263279,93915,2
263309,04429,0
263573,38058,0
263585,70789,1
263611,57028,1
263750,04294,0
264104,32621,0
264113,28626,0
264174,10170,0
264191,39766,0
264209,34652,0
264498,42256,0
264614,56671,1
264815,37737,0
264855,31901,0
265023,50047,1
265049,01524,0
265507,98563,2
265595,72702,1
265612,47340,0
265680,62848,1
265759,50056,1
265934,43730,0
266120,98356,2
266149,09712,0
266152,56244,1
266416,73123,1
266853,30124,0
266945,39747,0
266953,50240,1
266974,15473,0
267039,65746,1
267047,98418,2
267164,32949,0
267169,11455,0
267183,76520,1
267333,92623,2
267452,51035,1
267723,50150,1
267848,62343,1
267927,13615,0
267987,38004,0
268008,52738,1
268441,28676,0
268633,17751,0
268666,11940,0
268695,97133,2
268699,98047,2
268847,30830,0
268850,33872,0
268921,86321,2
269150,60112,1
269180,17985,0
269183,76501,1
269223,54836,1
269245,50851,1
269268,40701,0
269463,01473,0
269509,37240,0
269569,77871,1
269646,71019,1
269668,13825,0
269671,53038,1
269690,43516,0
269757,40447,0
269818,05827,0
269838,60184,1
269869,43019,0
270004,63046,1
270181,96148,2
270543,46783,0
270613,08310,0
270620,36016,0
270628,02457,0
270749,03447,0
270843,94599,2
270936,28721,0
271159,09848,0
271183,87533,2
271201,37841,0
271207,26209,0
271243,07446,0
271256,28547,0
271276,39421,0
271331,13077,0
271336,54950,1
271378,36862,0
271380,70529,1
271409,85929,2
271428,32588,0
271431,83852,2
271506,65652,1
271527,90608,2
271640,53952,1
271642,49051,0
271805,48854,0
271943,97020,2
271973,76082,1
272041,75555,1
272073,55056,1
272092,44076,0
272103,84528,2
272105,29547,0
272123,18372,0
272153,47175,0
272220,36567,0
272384,32189,0
272555,99574,2
272570,38330,0
272889,09494,0
273272,45042,0
273369,72106,1
273409,62087,1
273426,74734,1
273975,25943,0
274059,89430,2
274080,72626,1
274110,29544,0
274168,97348,2
274174,47371,0
274183,28090,0
274192,12740,0
274289,60930,1
274332,17535,0
274347,05443,0
274428,72751,1
274432,37146,0
274632,33802,0
274634,12521,0
274652,04627,0
274674,02916,0
274694,64477,1
274723,45885,0
274819,31092,0
274825,24104,0
275209,30445,0
275277,36445,0
275501,36432,0
275571,50634,1
275990,69354,1
276022,56257,1
276069,48441,0
276244,98340,2
276366,55959,1
276643,08240,0
276874,96122,2
276927,29437,0
277107,47012,0
277285,55923,1
277332,16154,0
277449,42020,0
277473,96322,2
277621,45302,0
277725,43324,0
277803,32681,0
278119,15634,0
278306,93066,2
278311,40404,0
278348,78548,1
278365,97856,2
278451,15330,0
278528,55041,1
278586,55030,1
278744,11765,0
278779,40313,0
278876,29903,0
278917,45144,0
278953,28706,0
279120,29634,0
279370,48813,0
279377,75672,1
279442,90809,2
279470,54027,1
279568,46542,0
279591,11977,0
279783,04344,0
279806,23417,0
279836,05667,0
279848,52218,1
280083,54490,1
280086,61284,1
280204,13833,0
280240,35760,0
280270,58301,1
280326,78343,1
280387,54546,1
280452,08560,0
280636,92334,2
280727,23924,0
280737,87710,2
280915,32403,0
281147,47102,0
281185,96595,2
281233,48117,0
281400,74059,1
281494,14731,0
281562,48063,0
281590,75246,1
281728,12117,0
281797,28757,0
281911,58054,1
281997,45148,0
282015,09053,0
282198,03902,0
282209,34034,0
282210,54728,1
282227,69358,1
282254,83330,2
282276,35186,0
282282,34695,0
282297,49415,0
282311,88253,2
282490,28435,0
282546,15026,0
282679,62230,1
282694,05850,0
282763,52338,1
282771,39341,0
282933,30343,0
283155,83638,2
283236,85337,2
283514,36541,0
283629,67059,1
283650,08007,0
283769,89019,2
283773,99921,2
283791,15431,0
283797,72176,1
283805,78116,1
283843,40461,0
283845,37025,0
283846,01226,0
283862,15083,0
284145,51009,1
284151,71272,1
284665,27027,0
284722,92659,2
284745,76097,1
284826,03588,0
285002,62902,1
285388,05402,0
285411,14727,0
285657,98328,2
285693,06791,0
285755,37998,0
285816,53270,1
286048,12531,0
286113,14591,0
286229,28017,0
286418,46405,0
286419,43137,0
286420,98815,2
286455,95525,2
286463,63369,1
286565,95338,2
286680,01529,0
286702,89496,2
286706,23690,0
286826,15639,0
287017,61846,1
287047,05855,0
287417,83332,2
287514,49799,0
287644,40360,0
287651,63113,1
287667,06441,0
287676,78957,1
288067,64855,1
288089,21053,0
288122,45363,0
288147,45123,0
288172,44682,0
288657,07474,0
288669,22511,0
288865,03826,0
288884,51039,1
288885,49420,0
289001,73017,1
289009,99350,2
289118,21226,0
289402,28573,0
289440,01521,0
289611,83346,2
289732,22106,0
289763,39336,0
289801,71832,1
289932,61953,1
290033,24382,0
290224,80722,2
290357,27850,0
290398,17314,0
290414,86325,2
290476,17747,0
290483,70813,1
290600,84637,2
290821,38759,0
290832,55751,1
290860,24614,0
290888,38201,0
290911,17961,0
290931,96632,2
291086,96722,2
291217,03777,0
291381,64440,1
291405,23887,0
291423,16701,0
291458,80452,2
291463,38857,0
291541,12928,0
291655,13827,0
291698,24149,0
291971,34036,0
292016,46915,0
292037,74948,1
292040,61752,1
292047,28694,0
292173,98068,2
292223,23089,0
292292,32247,0
292413,71646,1
292692,23146,0
292842,68446,1
292877,99003,2
292936,28669,0
293001,23421,0
293057,43526,0
293086,28318,0
293145,26385,0
293354,22542,0
293364,53555,1
293417,70721,1
293451,03864,0
293709,93924,2
293719,41222,0
293721,05036,0
293732,79409,1
293930,16050,0
294009,92191,2
294013,92517,2
294144,06089,0
294430,78119,1
294490,96542,2
294566,32411,0
294899,76204,1
295175,55962,1
295407,13849,0
295475,36089,0
295483,01611,0
295847,47928,0
296059,12748,0
296083,65711,1
296191,73527,1
296209,42724,0
296264,29304,0
296514,07980,0
296576,54770,1
296633,33082,0
296705,61739,1
296771,84774,2
296778,70039,1
296786,36612,0
297024,96202,2
297233,87021,2
297248,28363,0
297378,63837,1
297465,02763,0
297486,16662,0
297495,12223,0
297496,29728,0
297501,16438,0
297610,84053,2
297743,80442,2
297750,32195,0
297814,30477,0
297911,35984,0
298203,92233,2
298208,72632,1
298222,01903,0
298289,31046,0
298518,38075,0
298563,48461,0
298635,43311,0
298646,54758,1
298934,55321,1
298976,45505,0
298977,43406,0
299032,32324,0
299111,32204,0
299346,20702,0
299497,36507,0
299550,02331,0
299558,80240,2
299722,77360,1
299731,22652,0
299739,77964,1
299780,52361,1
299933,39360,0
299937,47220,0
299985,12169,0
300076,15552,0
300081,45142,0
300161,30707,0
300181,54923,1
300419,16647,0
300529,50525,1
300642,62615,1
300664,85361,2
300950,72473,1
300969,27242,0
301004,65723,1
301006,01237,0
301013,45814,0
301055,43845,0
301100,21911,0
301125,08251,0
301204,78263,1
301285,23702,0
301299,19405,0
301306,18826,0
301314,35079,0
301819,61546,1
301897,71226,1
302048,28039,0
302410,50001,1
302428,29351,0
302450,73938,1
302474,13053,0
302518,47330,0
302535,97503,2
302542,93668,2
302702,08732,0
302732,38063,0
302807,75631,1
303110,21875,0
303113,28274,0
303237,45403,0
303818,30137,0
303966,18434,0
304081,50214,1
304088,67854,1
304095,22642,0
304141,29353,0
304155,68651,1
304160,03855,0
304175,04496,0
304206,48533,0
304221,43050,0
304229,71860,1
304521,49535,0
304548,65256,1
304679,29062,0
304782,97867,2
304853,38551,0
304858,92322,2
304941,96385,2
304975,56431,1
305131,27018,0
305135,46785,0
305205,33538,0
305542,44657,0
305581,67005,1
305702,72103,1
305710,48822,0
305948,89441,2
305971,96779,2
305984,27350,0
305985,03818,0
306002,54004,1
306017,13159,0
306072,86323,2
306304,29128,0
306321,28681,0
306462,05340,0
306782,36278,0
307104,64491,1
307105,71021,1
307126,57451,1
307563,05469,0
307752,45002,0
307804,19950,0
307872,06081,0
308005,66013,1
308083,92817,2
308149,56288,1
308295,73195,1
308308,16929,0
308401,26582,0
308404,74022,1
308406,27866,0
308448,27830,0
308488,56763,1
308489,05091,0
308571,74349,1
308686,38574,0
308807,61031,1
308820,72455,1
308843,75462,1
309020,96730,2
309186,29372,0
309193,96212,2
309367,42262,0
309906,13084,0
309909,64746,1
309927,82435,2
309971,75422,1
310099,23707,0
310405,33970,0
310443,58316,1
310458,71937,1
310476,49807,0
310480,74881,1
310569,96032,2
310598,37691,0
310622,75144,1
310637,28320,0
310652,84624,2
310700,03849,0
311228,34773,0
311293,49422,0
311321,39459,0
311534,67572,1
311610,43787,0
311690,96370,2
311843,24280,0
311881,51201,1
311895,18250,0
312081,24077,0
312094,17032,0
312162,74571,1
312315,23027,0
312320,80644,2
312438,04973,0
312511,42274,0
312764,95026,2
312779,56721,1
312874,42206,0
312951,36602,0
313084,98236,2
313085,78065,1
313343,12068,0
313471,49064,0
313476,05821,0
313477,37189,0
313691,49453,0
313810,49968,0
313997,44514,0
314386,74437,1
314411,62271,1
314467,30535,0
314472,77979,1
314491,36049,0
314511,35581,0
314620,23420,0
314948,13428,0
315061,89820,2
315073,18235,0
315328,48884,0
315648,94106,2
315691,53528,1
315699,70036,1
315780,44307,0
315789,12758,0
315817,75431,1
315877,03809,0
315964,84068,2
315972,97383,2
316251,36566,0
316364,95319,2
316373,90714,2
317248,81655,2
317684,73089,1
317703,27808,0
317748,96602,2
317820,49444,0
317891,29689,0
318704,13060,0
318766,14432,0
319016,55333,1
319035,56057,1
319060,56345,1
319137,93246,2
319615,18766,0
319657,87197,2
319670,58076,1
319728,30031,0
320198,92684,2
320603,10917,0
320913,28525,0
321279,52340,1
321314,37821,0
321324,50624,1
321380,40019,0
321415,20714,0
321441,48014,0
321824,38927,0
321845,50169,1
322259,22738,0
322316,61911,1
322334,31645,0
322619,34737,0
322743,37184,0
322841,46979,0
322879,55963,1
322885,60421,1
322904,33017,0
322918,29574,0
322933,04002,0
323033,38310,0
323176,78387,1
323320,05656,0
323373,04222,0
323392,40010,0
323659,68010,1
323708,14054,0
323940,12913,0
323944,17520,0
324232,93424,2
324260,97411,2
324287,61956,1
324367,85019,2
324373,34452,0
324388,80737,2
324516,03269,0
324524,12491,0
324530,05777,0
324605,44250,0
324865,45875,0
324903,16102,0
324963,04358,0
325020,35555,0
325077,03278,0
325215,59844,1
325305,12547,0
325436,82939,2
325634,95955,2
325692,78384,1
325697,87325,2
325701,54646,1
325748,74553,1
325811,23841,0
325826,97291,2
325848,38664,0
326222,32702,0
326445,26525,0
326457,18330,0
326474,74647,1
326487,52315,1
326528,30095,0
326701,81226,2
326996,91413,2
327008,13797,0
327022,39556,0
327114,78073,1
327378,61046,1
327413,56353,1
327424,74053,1
327726,54755,1
327760,75401,1
327802,18066,0
328085,30537,0
328202,44618,0
329080,16617,0
329134,25168,0
329647,65631,1
329655,79201,1
329891,47368,0
329895,34742,0
329976,78101,1
330052,73949,1
330055,73449,1
330060,57053,1
330222,68748,1
330274,49675,0
330343,72150,1
330546,11728,0
330579,91933,2
330738,86303,2
331113,34128,0
331139,03839,0
331447,21640,0
331514,32696,0
331609,97524,2
331759,33261,0
331772,32046,0
331784,63341,1
331838,55389,1
331854,55371,1
332000,80615,2
332090,76365,1
332115,78938,1
332117,42328,0
332161,03247,0
332289,77547,1
332301,11719,0
332563,17049,0
332702,98840,2
332844,62094,1
332866,16040,0
332934,21057,0
333249,54230,1
333257,95245,2
333304,79697,1
333315,96521,2
333369,49251,0
333457,91131,2
333518,62092,1
333530,99209,2
333689,80443,2
333868,44730,0
334063,47405,0
334168,17094,0
334172,43044,0
334191,22135,0
334221,57223,1
334252,99833,2
334262,97027,2
334284,27947,0
334312,12516,0
334337,97544,2
334410,62467,1
334451,92190,2
334631,45760,0
334633,30558,0
334878,97391,2
335032,34753,0
335100,62046,1
335155,81055,2
335363,29044,0
335568,71034,1
335637,91909,2
335645,05826,0
335774,09839,0
335775,37860,0
335799,32618,0
335976,78873,1
336003,44215,0
336063,12835,0
336254,75058,1
336350,66611,1
336412,32331,0
336456,29570,0
336897,47532,0
336972,14422,0
337129,14423,0
337138,49345,0
337234,95912,2
337370,77485,1
337702,44473,0
338005,96543,2
338280,35750,0
338298,14781,0
338305,30259,0
338306,52162,1
338332,83352,2
338352,28373,0
338475,51444,1
338644,97041,2
339137,71052,1
339616,54129,1
339645,32778,0
339663,45171,0
339697,96667,2
339705,37874,0
339706,24128,0
339801,55390,1
339880,11371,0
339899,27557,0
340091,92112,2
340159,72072,1
340338,11782,0
340456,21658,0
340467,43445,0
340471,98227,2
340495,28713,0
340541,48629,0
340559,65641,1
340594,15825,0
340623,29163,0
340636,61281,1
340751,92072,2
340853,33573,0
341088,50659,1
341090,31771,0
341135,68305,1
341420,68523,1
341432,32716,0
341441,14819,0
342080,15042,0
342158,12409,0
342285,10596,0
342531,09828,0
342539,32754,0
342563,71701,1
342780,73073,1
342824,44214,0
342826,54433,1
343015,61061,1
343058,56073,1
343081,65704,1
343096,32348,0
343122,04077,0
343129,18425,0
343282,26250,0
343328,39423,0
343353,54082,1
343667,55302,1
343753,07803,0
343777,70390,1
343802,12551,0
343971,43146,0
344043,35035,0
344104,54180,1
344110,56549,1
344173,52328,1
344175,78644,1
344288,23964,0
344427,10153,0
344605,78616,1
344654,14873,0
344656,49648,0
344657,10519,0
344748,66536,1
345013,93712,2
345248,09009,0
345686,28771,0
345688,36769,0
345716,40052,0
345722,04613,0
345842,08608,0
345906,08343,0
346208,51331,1
346216,34613,0
346238,98240,2
346271,17509,0
346928,39827,0
346949,29832,0
347155,66087,1
347253,77348,1
347287,55020,1
347313,44253,0
347322,36759,0
347524,43504,0
347610,73802,1
347620,46031,0
347627,30257,0
347628,60715,1
347662,48069,0
347685,26142,0
347791,85324,2
348246,98325,2
348495,81428,2
348710,77351,1
348911,68418,1
349093,15750,0
349113,28168,0
349117,35672,0
349146,45714,0
349174,83262,2
349591,75491,1
349668,27839,0
349726,28521,0
350197,24460,0
350225,46036,0
350303,76877,1
350319,57014,1
350337,46167,0
350419,85928,2
350464,01531,0
350477,04555,0
350508,22716,0
350776,71405,1
350786,31095,0
350806,04609,0
350833,70723,1
350846,83530,2
350878,35503,0
350945,70725,1
350968,43155,0
350988,13026,0
350994,12185,0
351023,59860,1
351121,92728,2
351259,81225,2
351262,80459,2
351281,41074,0
351652,24375,0
351940,91617,2
351943,15739,0
351973,56477,1
352361,98294,2
352450,65647,1
352591,45710,0
352780,04263,0
352909,74728,1
353181,79713,1
353213,47124,0
353225,79035,1
353406,44683,0
353458,37755,0
353646,36043,0
353665,42629,0
353796,54750,1
353961,49013,0
353987,37079,0
354002,23843,0
354083,23084,0
354282,35956,0
354293,04281,0
354564,73433,1
354576,40440,0
354609,65565,1
354635,39058,0
354642,13439,0
354644,38635,0
355035,28678,0
355056,24228,0
355115,09627,0
355238,23840,0
355265,25515,0
355277,50075,1
355278,76567,1
355380,30271,0
355691,36728,0
355739,98421,2
356154,07720,0
356408,68069,1
356457,24091,0
356462,54166,1
356489,75778,1
356592,17976,0
356685,85377,2
356763,24504,0
356906,69130,1
357074,80734,2
357078,68647,1
357126,65754,1
357143,24072,0
357653,82834,2
357745,70777,1
357751,46539,0
357753,78333,1
357821,56579,1
358047,55040,1
358121,17578,0
358122,04579,0
358141,61376,1
358143,71999,1
358339,43542,0
358440,87068,2
358447,48041,0
358726,86538,2
358764,71450,1
358880,34453,0
358975,01225,0
359142,48722,0
359146,71740,1
359185,46978,0
359511,69165,1
359522,95703,2
359527,96752,2
359582,29160,0
359589,24925,0
359951,71417,1
360003,22480,0
360109,85123,2
360147,77522,1
360299,11931,0
360508,03302,0
360669,10159,0
361023,44401,0
361349,84333,2
361528,06241,0
361579,35670,0
361583,47265,0
361810,87567,2
361910,93512,2
362429,22469,0
362436,28355,0
362489,95612,2
362658,89025,2
362720,15748,0
362733,93225,2
362870,36907,0
362884,39561,0
363056,30011,0
363184,80498,2
363261,32440,0
363444,95626,2
363479,73446,1
363642,33238,0
363895,44402,0
363910,64048,1
364003,76435,1
364502,35741,0
364527,43465,0
364582,58722,1
364602,98346,2
364716,54665,1
364826,55070,1
365070,01966,0
365288,22199,0
365417,40744,0
365757,66538,1
365809,14533,0
366000,70374,1
366093,24422,0
366262,16332,0
366333,14541,0
366359,70770,1
366723,99025,2
367022,49814,0
367101,12090,0
367110,53963,1
367315,20778,0
367334,17073,0
367353,14006,0
367622,45658,0
367625,75603,1
367638,17059,0
367675,16061,0
367747,14009,0
367751,02830,0
368177,38320,0
368217,01542,0
368306,64701,1
368320,80902,2
368335,66552,1
368344,80136,2
368431,29151,0
368510,87313,2
368577,04419,0
369277,83445,2
369468,91386,2
369506,71461,1
369607,87514,2
369761,24620,0
369826,45321,0
369827,56714,1
369861,59425,1
369874,73950,1
369925,57036,1
370130,03245,0
370168,60957,1
370228,78417,1
370232,68818,1
370380,36784,0
370395,92619,2
370413,14025,0
370467,56761,1
370475,01037,0
370498,72067,1
370727,99153,2
371261,62958,1
371761,92711,2
371770,07847,0
371828,63463,1
371837,28766,0
371866,67420,1
371927,44802,0
372213,11431,0
372244,13324,0
372906,45304,0
373076,93270,2
373127,66101,1
373132,54412,1
373153,55944,1
373218,23303,0
373240,24970,0
373358,40380,0
373465,38756,0
373482,10172,0
374285,95046,2
374517,34734,0
374861,64150,1
375465,49922,0
375513,49620,0
375578,67056,1
376303,65747,1
376337,17319,0
376408,64436,1
376425,43830,0
376779,09348,0
377229,45065,0
377246,68364,1
377265,99687,2
377512,65653,1
377718,19437,0
377757,40060,0
377773,16222,0
377858,35452,0
378153,56470,1
378826,10122,0
379028,40468,0
379425,78569,1
379434,35019,0
379731,15470,0
379752,08241,0
379878,12926,0
380553,37726,0
380555,15514,0
380580,03222,0
380611,66725,1
380623,41175,0
380624,27816,0
380640,14847,0
380690,43464,0
380710,21639,0
380937,28542,0
380945,02216,0
381107,03576,0
381235,56320,1
381620,32186,0
381888,62458,1
381973,25442,0
382261,54929,1
382630,17322,0
382638,28127,0
382737,19551,0
382753,33043,0
382961,60507,1
383041,64739,1
383194,24440,0
383277,28518,0
383305,58021,1
383350,36266,0
383419,68957,1
383860,74421,1
383884,95024,2
384120,33890,0
384170,74343,1
384526,14859,0
384735,03868,0
384854,12602,0
384861,30217,0
385182,59072,1
385414,22620,0
385458,48208,0
385662,01546,0
385728,78121,1
385732,61054,1
385742,03033,0
385809,95547,2
385904,84132,2
386186,43713,0
386222,06763,0
386269,97042,2
386622,39776,0
386945,47701,0
386984,45203,0
387009,45064,0
387025,28432,0
387451,10115,0
387465,71822,1
387540,41092,0
387548,65739,1
387596,62554,1
388010,69123,1
388260,23514,0
388275,04629,0
388307,28125,0
388310,54204,1
388369,41224,0
388370,56283,1
388485,96350,2
388685,27938,0
388740,12865,0
388775,23002,0
389615,28349,0
390019,61362,1
390046,38865,0
390124,80427,2
390374,13332,0
390421,17366,0
390689,25827,0
390751,93034,2
391157,33011,0
391172,04236,0
391180,18032,0
391288,31566,0
391579,31314,0
391720,36460,0
391734,15849,0
391738,32131,0
391744,37764,0
391771,85246,2
392411,60942,1
392412,10517,0
392437,03251,0
392472,62640,1
393031,71846,1
393096,65063,1
393111,04084,0
393164,17066,0
393366,49701,0
393526,56542,1
393680,21626,0
393705,68039,1
393940,83335,2
393943,55003,1
394138,57262,1
394184,12502,0
394214,20056,0
394219,25110,0
394234,45032,0
394555,94135,2
394573,38828,0
394584,12870,0
394940,31788,0
395203,95386,2
395453,19477,0
395493,55975,1
395511,65605,1
396074,29940,0
396148,04863,0
396149,50210,1
396169,73151,1
396202,68421,1
396242,11690,0
396259,12472,0
396501,22734,0
396555,70550,1
396615,53561,1
396653,82637,2
396674,45401,0
397175,75785,1
397347,34114,0
397447,36904,0
397465,85132,2
397825,20764,0
398091,95222,2
398132,14525,0
398687,56280,1
398774,23336,0
398841,88021,2
398993,37877,0
399252,27355,0
399257,60550,1
399307,29332,0
399325,11715,0
399336,61533,1
399363,33041,0
399545,32544,0
399784,54216,1
399810,26426,0
399910,24142,0
399911,47855,0
399912,38340,0
399925,41183,0
400015,96820,2
400029,09812,0
400310,30753,0
400686,28585,0
401142,71269,1
401148,52656,1
401162,06485,0
401219,42082,0
401331,20658,0
401592,29006,0
401645,14005,0
401693,81231,2
401702,95709,2
401730,21561,0
401797,56444,1
402352,24011,0
402362,61442,1
402518,04612,0
402705,84056,2
402727,18352,0
402939,60518,1
402994,71665,1
403185,34136,0
403235,72460,1
403271,47283,0
403276,35077,0
403354,92150,2
403476,42027,0
403699,62275,1
403880,29812,0
403881,87420,2
404082,13838,0
404369,75569,1
404392,13164,0
404577,29030,0
404843,09320,0
404914,39039,0
404973,83805,2
404974,26378,0
404983,39576,0
405010,78963,1
405022,95652,2
405319,51012,1
405335,49326,0
405727,45891,0
405818,95115,2
405876,75980,1
405886,02542,0
405932,53153,1
405945,97826,2
405953,02205,0
406007,25248,0
406021,52214,1
406539,98276,2
406549,50647,1
406776,44412,0
406799,19453,0
407158,08903,0
407189,35148,0
407284,93531,2
407291,41465,0
407314,18343,0
407345,47848,0
407555,23827,0
407742,05086,0
407915,16055,0
407956,42378,0
408047,39325,0
408346,49236,0
408745,62809,1
409172,57770,1
409194,28529,0
409205,18635,0
409244,36875,0
409246,61880,1
409254,50841,1
409317,43011,0
409383,80117,2
409498,21153,0
409521,55006,1
409539,45849,0
410039,62088,1
410617,44843,0
410639,80544,2
410960,96772,2
411110,96863,2
411167,46531,0
411235,72722,1
411410,08324,0
411417,09140,0
411564,23415,0
411598,77482,1
411599,99326,2
411602,36107,0
411803,70063,1
411884,18501,0
412049,26253,0
412170,32869,0
412176,47385,0
412191,04061,0
412443,90253,2
412454,05862,0
412701,32091,0
412754,68780,1
412764,53560,1
412974,72069,1
413120,28480,0
413489,56474,1
413658,34987,0
413961,73632,1
414002,93609,2
414018,14568,0
414051,62613,1
414068,17758,0
414205,61702,1
414206,36590,0
414225,06377,0
414246,38231,0
414323,43469,0
414468,46068,0
414681,90704,2
415201,49102,0
415323,24630,0
415538,68840,1
415575,18355,0
415593,56465,1
415856,93622,2
416055,45216,0
416428,84513,2
416464,65284,1
416507,96058,2
416517,45309,0
417119,12161,0
417134,30417,0
417153,14851,0
417614,87034,2
417914,76071,1
417950,10173,0
417987,97833,2
418006,53598,1
418191,08601,0
418429,37031,0
418444,60922,1
418457,17737,0
418605,27925,0
418627,98635,2
418638,28431,0
418726,18701,0
419289,04757,0
419304,53004,1
419361,05738,0
419611,33839,0
419615,13620,0
419691,11957,0
419709,79323,1
419961,72121,1
419987,21649,0
420564,13803,0
420850,78538,1
420883,87513,2
420960,81321,2
420967,76624,1
421167,85728,2
421218,24550,0
421494,97913,2
421496,43357,0
421511,27806,0
421575,04735,0
421886,47838,0
422131,93005,2
422172,55991,1
422187,94083,2
422440,66713,1
422462,01379,0
422516,40008,0
422525,55368,1
422721,01034,0
422971,03464,0
422976,15223,0
422981,14817,0
423006,68781,1
423070,79108,1
423094,01349,0
423138,12962,0
423173,13355,0
423176,39114,0
423732,25253,0
423733,01254,0
423822,57577,1
423824,42202,0
423858,49256,0
423866,04276,0
423874,79364,1
423887,80474,2
424435,65622,1
424726,92366,2
425306,95542,2
425357,83823,2
425366,17756,0
425387,68633,1
425405,07130,0
425440,57062,1
425707,28441,0
425727,78024,1
425830,78834,1
425916,79601,1
426685,39568,0
427056,79913,1
427144,26452,0
427181,27916,0
427288,79502,1
427684,47666,0
427717,50222,1
428120,59868,1
428165,12992,0
428185,05341,0
428202,18426,0
428255,91017,2
428526,24256,0
429398,23529,0
429404,85614,2
429449,68718,1
429495,43112,0
430332,37302,0
431044,46392,0
431199,47334,0
431243,98064,2
431246,45889,0
431509,78113,1
431688,29656,0
431726,98640,2
431812,44830,0
431849,21084,0
432104,71241,1
432109,17327,0
432245,58257,1
432342,28673,0
432371,43331,0
432425,62466,1
432480,70179,1
432690,32438,0
433026,86033,2
433081,97839,2
433135,02325,0
433315,62260,1
433420,70631,1
433436,87026,2
433451,99664,2
433454,06506,0
433551,18105,0
433575,05148,0
433581,13743,0
433603,30183,0
433725,15458,0
433766,96859,2
433786,04537,0
